iter	RMSE
179	1.089212952
180	1.088029327
181	1.086867678
182	1.08633382
183	1.085664191
184	1.084815588
185	1.084265578
186	1.083092584
187	1.082455892
188	1.081868378
189	1.081363576
190	1.079673542
191	1.078811862
192	1.077638717
193	1.076660553
194	1.075435699
195	1.073992452
196	1.073016017
197	1.071913559
198	1.070981109
199	1.069608493
200	1.068971281
201	1.067882289
202	1.067227149
203	1.065949928
204	1.065109734
205	1.064018561
206	1.063313255
207	1.062281084
208	1.06141441
209	1.060660293
210	1.059375156
211	1.058556915
212	1.057684003
213	1.056557393
214	1.05596062
215	1.05524315
216	1.054290811
217	1.053420005
218	1.052437457
219	1.051891463
220	1.051133836
221	1.050671777
222	1.050015645
223	1.049416554
224	1.048243424
225	1.047535509
226	1.046506028
227	1.045950821
228	1.044841473
229	1.043552798
230	1.04247694
231	1.041786308
232	1.041003497
233	1.039840313
234	1.039326086
235	1.038414734
236	1.037413491
237	1.036377139
238	1.035497289
239	1.034923712
240	1.033974793
241	1.033337507
242	1.032398126
243	1.031499549
244	1.030784852
245	1.029865691
246	1.028652454
247	1.028014627
248	1.027394418
249	1.026816014
250	1.025738703
251	1.024990568
252	1.023949333
253	1.022728491
254	1.021969754
255	1.02097056
256	1.020033366
257	1.019318734
258	1.018514971
259	1.017741773
260	1.0167246
261	1.01585525
262	1.0151151
263	1.014141916
264	1.013319604
265	1.012697296
266	1.012316537
267	1.011514124
268	1.010778611
269	1.009930664
270	1.0089906
271	1.008229491
272	1.007744951
273	1.007035633
274	1.006511898
275	1.005635967
276	1.005237783
277	1.004375498
278	1.003719714
279	1.003140401
280	1.002599754
281	1.002049075
282	1.00102091
283	0.9997460838
284	0.9986981133
285	0.9981753686
286	0.9973614799
287	0.9967535159
288	0.996173284
289	0.9958094095
290	0.995221559
291	0.994124463
292	0.9933864983
293	0.9926133658
294	0.992071999
295	0.9913073785
296	0.9904021723
297	0.9896298452
298	0.9890796973
299	0.9886888657
300	0.988005079
301	0.9873599543
302	0.9864030642
303	0.9858146305
304	0.9850046106
305	0.9844566229
306	0.9840856532
307	0.9835893567
308	0.9831705033
309	0.9826625699
310	0.9822015919
311	0.9818482736
312	0.9811178341
313	0.9802655258
314	0.9794613624
315	0.9783680749
316	0.9778262169
317	0.9771835614
318	0.9766675875
319	0.9759446434
320	0.9752731767
321	0.9748485821
322	0.9743696215
323	0.9735982305
324	0.9727849822
325	0.9721683382
326	0.9716098513
327	0.9713079366
328	0.9709294649
329	0.9700122026
330	0.9694587822
331	0.9686708843
332	0.9681181598
333	0.9675441113
334	0.967004663
335	0.9666056996
336	0.9660944772
337	0.9657829183
338	0.9653280787
339	0.9648182602
340	0.9645327025
341	0.9638853161
342	0.9631240967
343	0.9625464902
344	0.9621057824
345	0.9612681405
346	0.9609834155
347	0.9602298227
348	0.9599906504
349	0.9593817728
350	0.9589116812
351	0.9584891428
352	0.9575210826
353	0.9570679087
354	0.9562073223
355	0.9556934922
356	0.9546259508
357	0.953891959
358	0.9533387009
359	0.9527299702
360	0.9521872214
361	0.951803935
362	0.9511697877
363	0.9507696541
364	0.9503751344
365	0.9497764763
366	0.94871838
367	0.9481715796
368	0.9474652052
369	0.946569671
370	0.9462928565
371	0.9457354285
372	0.9450265369
373	0.9444931278
374	0.9442139143
375	0.9436054613
376	0.9428470517
377	0.942162089
378	0.9415942617
379	0.9410383307
380	0.9402610772
381	0.9394108097
382	0.9391944063
383	0.9384431724
384	0.9375544266
385	0.9371042254
386	0.9361346973
387	0.9358276603
388	0.9353257245
389	0.9347105915
390	0.9343384457
391	0.9337883638
392	0.9334948892
393	0.9332731841
394	0.9323816851
395	0.9319055611
396	0.9314123682
397	0.9308802262
398	0.9305897902
399	0.9301666011
400	0.9295152206
401	0.9291230734
402	0.9283194883
403	0.9276962024
404	0.9268785993
405	0.9262438556
406	0.92530149
407	0.9247091871
408	0.9241801211
409	0.9236765577
410	0.9230067856
411	0.9226121974
412	0.9220848124
413	0.9215555047
414	0.9212268318
415	0.9206067795
416	0.9199240924
417	0.9194586719
418	0.9190962696
419	0.9187204231
420	0.9177486819
421	0.917158075
422	0.916148654
423	0.9152081052
424	0.9148677505
425	0.9148541318
426	0.9141703447
427	0.9136668788
428	0.9133700516
429	0.9125735804
430	0.9124776005
431	0.9118302985
432	0.91146847
433	0.9111147052
434	0.9108041861
435	0.9103803429
436	0.9098007144
437	0.9088087627
438	0.9082441531
439	0.9079794757
440	0.9075480867
441	0.9068686614
442	0.90640865
443	0.9058988585
444	0.9055518291
445	0.9048093491
446	0.9043429459
447	0.903733324
448	0.9031841552
449	0.902880404
450	0.9026171942
451	0.902043486
452	0.9014855044
453	0.9011063034
454	0.9007945705
455	0.9002715726
456	0.8999368645
457	0.8994463527
458	0.8989880399
459	0.8980252615
460	0.8976600552
461	0.8970266127
462	0.8966127989
463	0.8960699668
464	0.8956212034
465	0.8951761532
466	0.8947654375
467	0.8945104241
468	0.8938354934
469	0.8928267877
470	0.8922191508
471	0.8915956391
472	0.8909680545
473	0.8906915462
474	0.8903151582
475	0.8896226332
476	0.8891527066
477	0.8888170544
478	0.8885367133
479	0.8877583029
480	0.8873429251
481	0.8870982624
482	0.8869401555
483	0.8868096592
484	0.8866686501
485	0.8862450371
486	0.8857581266
487	0.8853094787
488	0.8848671283
489	0.8842306545
490	0.8839189724
491	0.8835858413
492	0.8831525672
493	0.8827049916
494	0.8822716188
495	0.8817227961
496	0.8812121103
497	0.8807665357
498	0.879856962
499	0.8788691194
500	0.878135043
501	0.8778535313
502	0.8773713996
503	0.8768350963
504	0.8763550002
505	0.8759760403
506	0.8755909172
507	0.8747596142
508	0.8743460281
509	0.8739606981
510	0.8736582021
511	0.8731118455
512	0.8727393001
513	0.872284253
514	0.8717156686
515	0.8712460892
516	0.8704149664
517	0.8701126044
518	0.8693684597
519	0.868778929
520	0.8683126384
521	0.8680236995
522	0.8675006334
523	0.8671981441
524	0.8667935567
525	0.8662870767
526	0.8658382669
527	0.865482843
528	0.8649627042
529	0.8646096088
530	0.8644009318
531	0.8641460861
532	0.8635130755
533	0.862820997
534	0.8624208264
535	0.8618621017
536	0.8616143037
537	0.8611903698
538	0.8607387103
539	0.8604315283
540	0.859914756
541	0.8594953415
542	0.8588287865
543	0.8584308641
544	0.857917202
545	0.8577011991
546	0.857313156
547	0.8568026963
548	0.8562530192
549	0.8561199299
550	0.8555795866
551	0.8549374635
552	0.8546569496
553	0.8539764541
554	0.8531881437
555	0.8525771336
556	0.8521956295
557	0.8519127825
558	0.8513594319
559	0.8510950391
560	0.8506002102
561	0.8500784872
562	0.8497762353
563	0.8494755612
564	0.8491274047
565	0.8484369654
566	0.8482270364
567	0.8478711203
568	0.847600008
569	0.8470683278
570	0.8464847753
571	0.8461387433
572	0.845733407
573	0.8454007811
574	0.844997169
575	0.8447889561
576	0.8444172842
577	0.8441574702
578	0.8432376798
579	0.8430420881
580	0.8425668722
581	0.8422602796
582	0.8419803614
583	0.8415188797
584	0.8412140645
585	0.8408369967
586	0.8404903558
587	0.8399807402
588	0.8397811298
589	0.8391332812
590	0.8388622126
591	0.838288591
592	0.8379776218
593	0.837407419
594	0.8371781664
595	0.8366060913
596	0.8363486796
597	0.8360456902
598	0.8352996645
599	0.8347925598
600	0.8344606502
601	0.8342847889
602	0.8338347731
603	0.833477443
604	0.833067377
605	0.8327435551
606	0.8324984569
607	0.8321281746
608	0.8316336771
609	0.8309190621
610	0.8303802349
611	0.8300635795
612	0.8295858775
613	0.8291153315
614	0.8286023316
615	0.8283862827
616	0.8282189579
617	0.8278623975
618	0.8274429907
619	0.8270971443
620	0.8269260341
621	0.8267063475
622	0.8264597921
623	0.8261345562
624	0.8257813705
625	0.8253059553
626	0.8249145122
627	0.8243226906
628	0.8241237892
629	0.8239116494
630	0.8235212386
631	0.822981478
632	0.8226935883
633	0.8224286782
634	0.8218140114
635	0.8216709823
636	0.8213149044
637	0.8211749332
638	0.8208599263
639	0.8206349336
640	0.820102311
641	0.8198156657
642	0.8192820435
643	0.8188644237
644	0.8186489709
645	0.8184678095
646	0.8184543819
647	0.8176389525
648	0.8174433737
649	0.8169980471
650	0.8167824683
651	0.8164165828
652	0.8162626532
653	0.8158606277
654	0.8156179489
655	0.8154684383
656	0.8151659793
657	0.8143503753
658	0.8140227793
659	0.8137670443
660	0.8133341188
661	0.8127804229
662	0.8121335414
663	0.8119112654
664	0.8116811082
665	0.8113548087
666	0.8110878784
667	0.8106603067
668	0.8106471722
669	0.8104578391
670	0.8102970148
671	0.8101380365
672	0.8098467855
673	0.809332417
674	0.80896428
675	0.8086305734
676	0.8086182242
677	0.8082606327
678	0.8080933399
679	0.8077196642
680	0.8074265408
681	0.8068417087
682	0.8066418123
683	0.8061937764
684	0.8057335819
685	0.8052779981
686	0.8050376196
687	0.8046369203
688	0.8042996517
689	0.8040396766
690	0.8037401331
691	0.8037253457
692	0.8031358198
693	0.8028593788
694	0.802546878
695	0.8021651455
696	0.801956174
697	0.8016955253
698	0.8012367251
699	0.8007610109
700	0.8003012042
701	0.8000301474
702	0.7997452172
703	0.7992301175
704	0.7988189084
705	0.798363441
706	0.7978091983
707	0.7976290011
708	0.7973791152
709	0.7971598306
710	0.7964289995
711	0.7960424819
712	0.7957322903
713	0.7957188061
714	0.7955996424
715	0.7951800904
716	0.7948628365
717	0.7946012834
718	0.7939611873
719	0.7937951756
720	0.7935189732
721	0.7933215703
722	0.7927972705
723	0.7923023755
724	0.7920276513
725	0.7918804913
726	0.7916979561
727	0.7913792934
728	0.7908335641
729	0.7905246463
730	0.7902146724
731	0.7899443047
732	0.7894498274
733	0.7892597138
734	0.7888947456
735	0.7882380187
736	0.788226448
737	0.7880508077
738	0.7878692217
739	0.7876337639
740	0.7876222115
741	0.7871166617
742	0.7867351303
743	0.7862145849
744	0.7859949549
745	0.7858377998
746	0.7856907404
747	0.785448912
748	0.785071125
749	0.7847261554
750	0.7843522911
751	0.7840012886
752	0.7837702731
753	0.7836041623
754	0.7828456537
755	0.7827834601
756	0.7823110819
757	0.7819666876
758	0.7816129961
759	0.7811907622
760	0.7807970439
761	0.7805444199
762	0.7799419903
763	0.7798073705
764	0.7795835418
765	0.779248428
766	0.7788682831
767	0.7786753323
768	0.7782035213
769	0.7779422116
770	0.7773291029
771	0.7771555878
772	0.7769653537
773	0.7766107248
774	0.7762158872
775	0.7757802645
776	0.775505932
777	0.7753608976
778	0.7749150051
779	0.7747840207
780	0.7745353957
781	0.7741410787
782	0.7738513599
783	0.7733393094
784	0.7732190682
785	0.7731324373
786	0.7727490678
787	0.7724702801
788	0.7723170975
789	0.771976706
790	0.7716580034
791	0.7714300804
792	0.7712212257
793	0.7710197533
794	0.7704225374
795	0.7701138579
796	0.7698000489
797	0.7693132924
798	0.7691468744
799	0.7689244716
800	0.7687193715
801	0.7685181738
802	0.7683033965
803	0.7680469874
804	0.7678765253
805	0.7674401564
806	0.7672063195
807	0.7669921565
808	0.7665669929
809	0.7663625155
810	0.766253762
811	0.7656428681
812	0.7652578673
813	0.7650864724
814	0.7648997258
815	0.7646547282
816	0.7643002701
817	0.7639307014
818	0.7637171647
819	0.7635000484
820	0.7631358801
821	0.7627932287
822	0.7623515503
823	0.7621754002
824	0.7619372849
825	0.7618421395
826	0.7618050963
827	0.7611470604
828	0.7607295583
829	0.7606553168
830	0.7604084674
831	0.760120836
832	0.7598849401
833	0.7595310575
834	0.7590721407
835	0.7587931479
836	0.7583682057
837	0.7579992039
838	0.7577032049
839	0.7575368155
840	0.7573362647
841	0.7571694651
842	0.7569014211
843	0.756532425
844	0.7563678806
845	0.7559892289
846	0.7558271265
847	0.755725355
848	0.7553860447
849	0.7547963398
850	0.7547026177
851	0.7544498385
852	0.7541208858
853	0.7538413579
854	0.7535090831
855	0.7532193692
856	0.7528976947
857	0.7525187605
858	0.7520926261
859	0.7517759283
860	0.7514692979
861	0.7511598085
862	0.7508412754
863	0.7505479703
864	0.7503862472
865	0.7498542085
866	0.7493343984
867	0.7490599419
868	0.748701194
869	0.7483617994
870	0.7480764803
871	0.747784535
872	0.7475391412
873	0.7473498732
874	0.7469820199
875	0.7466623523
876	0.7464846484
877	0.7462718729
878	0.7459089538
879	0.7456404624
880	0.7454870478
881	0.7452303226
882	0.7449892213
883	0.7446853782
884	0.7443343671
885	0.7440640068
886	0.7438398639
887	0.7435522938
888	0.7430327686
889	0.7429212373
890	0.7426027895
891	0.7421896159
892	0.7418636907
893	0.7416286535
894	0.7412505908
895	0.741143715
896	0.7408143317
897	0.7403244019
898	0.7401269478
899	0.7397405644
900	0.739444856
901	0.7391572001
902	0.7389231967
903	0.7385397203
904	0.738362541
905	0.7380471007
906	0.7379294747
907	0.7377153865
908	0.7376140319
909	0.7371906237
910	0.7365541591
911	0.7359625418
912	0.7356142476
913	0.735458478
914	0.7351617716
915	0.7350251365
916	0.7347597556
917	0.7342894964
918	0.7339032846
919	0.7336103175
920	0.7333966963
921	0.7330919885
922	0.7327481757
923	0.7324844911
924	0.7321484335
925	0.7318540134
926	0.7315778123
927	0.7314628774
928	0.7313030429
929	0.7312101572
930	0.7310051712
931	0.7307400588
932	0.730561285
933	0.7303965119
934	0.730155979
935	0.73005254
936	0.7298735148
937	0.7297838206
938	0.7295715653
939	0.7294195931
940	0.7293103183
941	0.7291477514
942	0.7289578687
943	0.728765217
944	0.7285218972
945	0.7283362166
946	0.7280489521
947	0.7276503811
948	0.7273437793
949	0.7271831636
950	0.7269617406
951	0.7264559285
952	0.7263036177
953	0.726154264
954	0.7259219284
955	0.7254103992
956	0.7250908264
957	0.7248868965
958	0.724501799
959	0.7243358021
960	0.7240538673
961	0.7237713173
962	0.7232162869
963	0.723022234
964	0.7227305492
965	0.7223449524
966	0.7220322618
967	0.7218733041
968	0.7216412508
969	0.7213666412
970	0.7210637289
971	0.7209864468
972	0.7206780426
973	0.7205358234
974	0.7202820024
975	0.7200624559
976	0.7196388827
977	0.7193079914
978	0.7190089703
979	0.7187069847
980	0.7184530348
981	0.7181783889
982	0.7177842582
983	0.7176634601
984	0.7175076372
985	0.7173181782
986	0.7170480413
987	0.7169324094
988	0.7167253082
989	0.71642642
990	0.7161251068
991	0.7158216794
992	0.7156117172
993	0.7154882911
994	0.7153870498
995	0.7153458663
996	0.7151366782
997	0.7148919763
998	0.7146747645
999	0.7143285263
