iter	RMSE
569	1.212219462
570	1.211515242
571	1.211148388
572	1.210703799
573	1.21034714
574	1.209848913
575	1.209525929
576	1.209126996
577	1.208781165
578	1.20832941
579	1.207799756
580	1.207348196
581	1.206840606
582	1.206354943
583	1.205981633
584	1.205569766
585	1.205172612
586	1.204723386
587	1.204044288
588	1.203600111
589	1.20312305
590	1.202720782
591	1.202239818
592	1.201901104
593	1.201337258
594	1.201058123
595	1.200618621
596	1.200090823
597	1.199593141
598	1.199271476
599	1.19889301
600	1.1983861
601	1.198033254
602	1.197511938
603	1.197087143
604	1.196625904
605	1.196272746
606	1.195960171
607	1.195554872
608	1.194970027
609	1.194604743
610	1.194215966
611	1.193837128
612	1.193282727
613	1.192920992
614	1.19247621
615	1.191717837
616	1.191118115
617	1.190774765
618	1.190346485
619	1.189752961
620	1.189452051
621	1.189139282
622	1.18867053
623	1.188153257
624	1.187820316
625	1.186899361
626	1.186497527
627	1.185986837
628	1.18559792
629	1.185316832
630	1.184955801
631	1.184402749
632	1.184048805
633	1.18359805
634	1.183203801
635	1.182718867
636	1.182441699
637	1.181925775
638	1.181375876
639	1.18089521
640	1.180323817
641	1.179995568
642	1.179402569
643	1.179032844
644	1.178654533
645	1.178182453
646	1.177574878
647	1.177186319
648	1.176938016
649	1.176465632
650	1.17590366
651	1.175573743
652	1.175385071
653	1.17499807
654	1.174584155
655	1.174159686
656	1.173819596
657	1.173321754
658	1.172969551
659	1.172677356
660	1.172193655
661	1.171790196
662	1.171066995
663	1.170562256
664	1.170107708
665	1.169654061
666	1.16929691
667	1.168929918
668	1.168473861
669	1.167929653
670	1.167611643
671	1.167172194
672	1.166778034
673	1.166355028
674	1.166031807
675	1.165523126
676	1.165120431
677	1.164666081
678	1.163981547
679	1.163633345
680	1.163208628
681	1.162840482
682	1.16238497
683	1.162102273
684	1.161776679
685	1.161378519
686	1.16094509
687	1.160570849
688	1.160227365
689	1.159836452
690	1.159684957
691	1.159352749
692	1.15892132
693	1.158395104
694	1.158124603
695	1.157717109
696	1.157273418
697	1.156968295
698	1.15664181
699	1.156313022
700	1.155975326
701	1.15565178
702	1.155182117
703	1.154657725
704	1.154346061
705	1.154068567
706	1.153761539
707	1.153516007
708	1.153117691
709	1.152776653
710	1.152334629
711	1.152009971
712	1.151583048
713	1.151297869
714	1.151051799
715	1.150654727
716	1.150250754
717	1.149928651
718	1.149528099
719	1.14927346
720	1.148978595
721	1.148617713
722	1.148192972
723	1.147920335
724	1.147578102
725	1.147195723
726	1.146962979
727	1.146319151
728	1.145761758
729	1.145428988
730	1.145027617
731	1.144712187
732	1.144318855
733	1.144026988
734	1.143697427
735	1.143322331
736	1.142975435
737	1.142628971
738	1.142362896
739	1.141994973
740	1.141449349
741	1.140952265
742	1.140545871
743	1.140137994
744	1.13974568
745	1.139282506
746	1.139058246
747	1.138724799
748	1.138276794
749	1.137703824
750	1.13723392
751	1.136856544
752	1.136534138
753	1.136206552
754	1.135651851
755	1.135045491
756	1.134811612
757	1.134617611
758	1.134354698
759	1.133972546
760	1.133428744
761	1.133032609
762	1.132631775
763	1.132212908
764	1.131864804
765	1.131591546
766	1.131226867
767	1.130688152
768	1.130176027
769	1.129662731
770	1.129403334
771	1.128991014
772	1.128723993
773	1.128077192
774	1.127532573
775	1.127236029
776	1.126874937
777	1.126542585
778	1.126199766
779	1.125798585
780	1.125510043
781	1.125213337
782	1.124784509
783	1.124444413
784	1.12402959
785	1.12374045
786	1.123315432
787	1.123120689
788	1.122749969
789	1.122414809
790	1.122060704
791	1.12168705
792	1.121289741
793	1.121123785
794	1.12074992
795	1.120436305
796	1.120121543
797	1.119808475
798	1.119454568
799	1.119128056
800	1.118809369
801	1.118483015
802	1.1181937
803	1.117939149
804	1.117694963
805	1.117350193
806	1.117004552
807	1.116626585
808	1.116275631
809	1.116037257
810	1.11569914
811	1.11528698
812	1.114932447
813	1.114626354
814	1.114362059
815	1.114181415
816	1.113805785
817	1.113597274
818	1.1133356
819	1.112957935
820	1.112486808
821	1.112225872
822	1.111903283
823	1.111494697
824	1.111236921
825	1.110874387
826	1.11029974
827	1.11012673
828	1.109782827
829	1.109423143
830	1.109137719
831	1.108926498
832	1.108745469
833	1.108401442
834	1.107898229
835	1.107611188
836	1.107287831
837	1.106922351
838	1.106602461
839	1.106275462
840	1.10592637
841	1.105554606
842	1.105192345
843	1.104861462
844	1.104494229
845	1.104158185
846	1.103879392
847	1.103557266
848	1.103373164
849	1.103032716
850	1.102763251
851	1.102480348
852	1.102057902
853	1.101640314
854	1.101357357
855	1.101093553
856	1.100765156
857	1.10051719
858	1.100125031
859	1.09981925
860	1.099404828
861	1.099034424
862	1.098723564
863	1.09841465
864	1.098053651
865	1.097717463
866	1.097371948
867	1.097147883
868	1.096668036
869	1.096187362
870	1.095932457
871	1.095529359
872	1.095144351
873	1.094890222
874	1.094634847
875	1.094325493
876	1.093971748
877	1.093639514
878	1.093257461
879	1.092835116
880	1.092507901
881	1.092367791
882	1.09177313
883	1.091524056
884	1.091210314
885	1.091018604
886	1.090727996
887	1.090236101
888	1.089949599
889	1.089556172
890	1.089190003
891	1.088954162
892	1.088636012
893	1.088414089
894	1.088209936
895	1.087843213
896	1.087651273
897	1.087393212
898	1.087145019
899	1.086760025
900	1.086436848
901	1.086067486
902	1.085806168
903	1.085438866
904	1.085264304
905	1.084965113
906	1.084535744
907	1.084287067
908	1.084036938
909	1.083672431
910	1.083312821
911	1.082986592
912	1.082830102
913	1.082480105
914	1.082134093
915	1.081957508
916	1.081694
917	1.081446101
918	1.081106077
919	1.080759467
920	1.080494548
921	1.080200934
922	1.079932791
923	1.079603066
924	1.079265343
925	1.079032336
926	1.078674175
927	1.078247399
928	1.078080228
929	1.077788754
930	1.077436723
931	1.077082279
932	1.0765295
933	1.076307206
934	1.075882316
935	1.075611788
936	1.075395181
937	1.075237094
938	1.074897009
939	1.074672769
940	1.074380309
941	1.074082175
942	1.073832554
943	1.073599455
944	1.07333831
945	1.07301193
946	1.07275888
947	1.072588677
948	1.072291833
949	1.0720674
950	1.071876608
951	1.071734649
952	1.071423452
953	1.071227847
954	1.070762275
955	1.070498855
956	1.070218891
957	1.069972116
958	1.069488313
959	1.069213029
960	1.0689881
961	1.068719409
962	1.068529084
963	1.068270985
964	1.067988038
965	1.067711058
966	1.067346375
967	1.067007355
968	1.066671433
969	1.066312811
970	1.066169586
971	1.065897411
972	1.065680568
973	1.065475768
974	1.065276525
975	1.065099706
976	1.064732923
977	1.064423209
978	1.064082352
979	1.063867391
980	1.063589358
981	1.06333753
982	1.062928883
983	1.062719337
984	1.062603105
985	1.062227053
986	1.062036631
987	1.061543948
988	1.061024572
989	1.060665859
990	1.059941622
991	1.059666287
992	1.059376859
993	1.059101208
994	1.058882426
995	1.058593792
996	1.058374021
997	1.058062192
998	1.057504777
999	1.057286053
